file_name,num_relations,planning_time,execution_time,cost_dp,cost_geqo
28a_cc_cct1_k_mi_idx_mk.sql,5,-1,-1,7511.65,7512.18
11c_cn_ct_lt_mc_ml.sql,5,-1,-1,6842.88,6842.88
27a_cc_lt_mi_ml_t.sql,5,-1,-1,8273.91,8273.91
31b_ci_mc_mi_n_t.sql,5,-1,-1,59840.63,59840.63
19b_ci_it_mc_mi_t.sql,5,-1,-1,55654.45,55654.45
31b_ci_it1_mi_mi_idx_mk.sql,5,-1,-1,248176.98,248305.3
7a_an_ci_it_ml_pi.sql,5,-1,-1,56118.17,56140.43
23b_cn_ct_k_mc_mk.sql,5,-1,-1,7833.55,7833.55
22b_it2_k_mi_idx_mk_t.sql,5,-1,-1,7499.77,7499.78
23a_cc_cct1_kt_mk_t.sql,5,-1,-1,58030.54,58192.75
12b_ct_it1_mc_mi_mi_idx.sql,5,-1,-1,395051.66,395051.66
21b_ct_k_mc_mi_mk.sql,5,-1,-1,3879.2,3879.2
7c_ci_lt_ml_pi_t.sql,5,-1,-1,128293.71,89568.32
16d_ci_k_mc_mk_n.sql,5,-1,-1,5139.54,5139.54
27b_cc_cct1_cct2_cn_mc.sql,5,-1,-1,32241.28,32241.28
22c_it2_k_mi_idx_mk_t.sql,5,-1,-1,7500.89,7500.89
26b_cc_cct2_it2_mi_idx_t.sql,5,-1,-1,16357.05,16357.05
28c_cc_cct1_cct2_k_mk.sql,5,-1,-1,7489.55,7489.56
15a_cn_ct_mc_mi_mk.sql,5,-1,-1,61553.26,61553.26
23c_cc_cct1_ct_mc_mk.sql,5,-1,-1,196340.95,196341.18
19c_ci_it_mi_rt_t.sql,5,-1,-1,260608.86,213175.09
18c_it1_it2_mi_mi_idx_t.sql,5,-1,-1,32335.2,32335.2
9b_an_chn_ci_n_t.sql,5,-1,-1,83409.29,83397.33
29a_cc_cct2_it_mi_mk.sql,5,-1,-1,200539.56,200539.56
29a_chn_ci_k_mk_t.sql,5,-1,-1,3825.26,3825.26
14a_it1_kt_mi_mk_t.sql,5,-1,-1,152359.3,152359.3
7b_an_ci_ml_n_pi.sql,5,-1,-1,68953.53,68953.53
26a_it2_k_mi_idx_mk_t.sql,5,-1,-1,13844.69,13844.69
13b_it_kt_mi_miidx_t.sql,5,-1,-1,19240.73,19240.73
14c_it2_kt_mi_mi_idx_t.sql,5,-1,-1,22657.41,22661.05
21b_cn_ct_mc_ml_t.sql,5,-1,-1,8354.46,8354.46
33b_cn2_lt_mc1_mc2_ml.sql,5,-1,-1,16476.61,16476.61
32a_k_mk_ml_t1_t2.sql,5,-1,-1,3829.6,3841.26
12c_ct_it1_mc_mi_t.sql,5,-1,-1,259618.32,259618.32
31a_ci_cn_mc_mi_mk.sql,5,-1,-1,10828.16,10812.14
23a_kt_mc_mi_mk_t.sql,5,-1,-1,274456.38,274461.96
5c.sql,5,-1,-1,103140.54,103060.46
20b_cc_cct1_cct2_chn_ci.sql,5,-1,-1,105928.82,105928.82
24b_an_ci_mc_n_rt.sql,5,-1,-1,146360.41,146360.31
29c_cc_k_mc_mi_mk.sql,5,-1,-1,3975.01,3991.78
24a_an_ci_mc_mk_t.sql,5,-1,-1,567500.28,567500.39
29c_cc_ci_k_mc_mk.sql,5,-1,-1,3897.46,3875.22
23c_ct_it1_mc_mi_mk.sql,5,-1,-1,273207.69,273207.69
15c_at_cn_mc_mi_t.sql,5,-1,-1,274944.91,274492.85
17a_ci_mc_mk_n_t.sql,5,-1,-1,1972378.56,2700168.4
20c_chn_ci_kt_mk_t.sql,5,-1,-1,332230.16,332230.16
20a_cc_cct2_ci_kt_t.sql,5,-1,-1,64008.52,66281.47
21b_lt_mc_mi_ml_t.sql,5,-1,-1,8720.77,9295.61
27b_cc_cct1_cct2_ct_mc.sql,5,-1,-1,24466.69,24466.69
28a_cc_cct1_cct2_mc_t.sql,5,-1,-1,45093.46,46707.53
12a_cn_ct_it1_mc_mi.sql,5,-1,-1,244250.42,244250.42
20a_cc_cct1_cct2_kt_t.sql,5,-1,-1,17656.51,17656.51
19b_chn_ci_mc_rt_t.sql,5,-1,-1,55761.3,55761.3
31b_ci_cn_mc_mi_mk.sql,5,-1,-1,10364.38,10364.38
30a_it2_k_mi_idx_mk_t.sql,5,-1,-1,11237.64,11237.64
23c_cc_kt_mi_mk_t.sql,5,-1,-1,142405.42,142405.42
23a_cc_mc_mi_mk_t.sql,5,-1,-1,173170.94,172604.73
29b_an_ci_k_mi_mk.sql,5,-1,-1,3954.16,3930.22
27a_cc_cct1_cct2_lt_ml.sql,5,-1,-1,667.2,667.2
30c_cc_cct1_cct2_ci_mi_idx.sql,5,-1,-1,66003.36,46771.73
15a_at_it1_mc_mi_mk.sql,5,-1,-1,64284.75,64281.51
9b_an_ci_cn_mc_rt.sql,5,-1,-1,143282.53,143282.53
29a_an_chn_ci_mc_mk.sql,5,-1,-1,56391.63,56395.15
24a_chn_ci_mc_mk_t.sql,5,-1,-1,465726.44,465727.17
33c_it1_lt_mi_idx1_ml_t2.sql,5,-1,-1,3677.95,3677.95
30a_it1_k_mi_mk_t.sql,5,-1,-1,11521.83,11521.25
33c_it1_lt_mi_idx1_mi_idx2_ml.sql,5,-1,-1,3372.28,3372.29
19c_chn_ci_mi_n_t.sql,5,-1,-1,572372.47,574114.83
19d_chn_ci_mc_n_t.sql,5,-1,-1,636273.82,636273.82
25a_ci_it1_mi_mi_idx_n.sql,5,-1,-1,243306.69,243473.76
23a_cc_cct1_mc_mi_t.sql,5,-1,-1,80032.13,80032.13
25c_ci_k_mi_mk_t.sql,5,-1,-1,12234.65,11896.03
19b_chn_ci_it_mi_t.sql,5,-1,-1,55656.96,55656.96
16b_ci_k_mk_n_t.sql,5,-1,-1,4105.56,4105.56
28a_cc_cct1_cct2_it2_mi_idx.sql,5,-1,-1,20127.48,20127.48
25a_ci_k_mk_n_t.sql,5,-1,-1,9109.93,9060.04
16d_an_ci_mk_n_t.sql,5,-1,-1,6177151.13,2032600.12
8d_ci_cn_mc_rt_t.sql,5,-1,-1,512452.42,763606.03
33b_lt_mc1_mc2_ml_t2.sql,5,-1,-1,8086.21,7631.13
10a_chn_ci_cn_ct_mc.sql,5,-1,-1,49779.52,49779.52
23a_cc_kt_mi_mk_t.sql,5,-1,-1,74889.14,74869.74
27a_cc_cct2_k_mk_t.sql,5,-1,-1,3829.28,3829.59
27c_cc_cct1_lt_ml_t.sql,5,-1,-1,1808.74,1808.74
22b_k_kt_mi_mk_t.sql,5,-1,-1,7509.0,7509.0
10a_ci_cn_ct_mc_rt.sql,5,-1,-1,49092.84,49092.84
