file_name,num_relations,planning_time,execution_time,cost
24b_ci_mi_mk_n_rt.sql,5,-1,-1,167135.72
29c_cc_cct1_chn_ci_cn_mc_mi_mk_n_pi_t.sql,11,-1,-1,98788.04
30c_cc_cct1_it2_k_mi_mi_idx_mk.sql,7,-1,-1,11244.14
22b_cn_ct_it2_mc_mi_mi_idx.sql,6,-1,-1,23119.84
24a_chn_ci_cn_mc_mk.sql,5,-1,-1,814590.87
27a_cc_cct1_cct2_cn_k_lt_mc_mi_mk_ml_t.sql,11,-1,-1,2920.9
13b_ct_it_it2_mc_mi_miidx_t.sql,7,-1,-1,19243.64
27b_cc_cct1_cn_ct_k_lt_mc_mk_ml.sql,9,-1,-1,3825.58
29b_cc_ci_mi_mk.sql,4,-1,-1,893250.06
31a_ci_cn_it1_k_mc_mi_mk_n_t.sql,9,-1,-1,9674.76
14b_it2_k_kt_mi_idx_mk_t.sql,6,-1,-1,4950.29
13a_it_mi_miidx_t.sql,4,-1,-1,58481.2
24a_ci_it_mi_mk.sql,4,-1,-1,267038.84
24a_an_ci_k_mk.sql,4,-1,-1,6377.9
15d_at_it1_k_mi_mk.sql,5,-1,-1,244053.57
27c_cc_cct1_cn_ct_lt_mc_ml.sql,7,-1,-1,1701.49
22d_k_mc_mi_idx_mk.sql,4,-1,-1,7728.16
26c_cc_ci_it2_k_kt_mi_idx_mk_t.sql,8,-1,-1,13854.26
13a_ct_it_it2_kt_mc_mi_miidx_t.sql,8,-1,-1,20260.12
4a_it_k_mi_idx_mk.sql,4,-1,-1,16530.44
24a_an_chn_ci_cn_k_mc_mi_mk_rt.sql,9,-1,-1,7045.53
12c_it2_mc_mi_mi_idx.sql,4,-1,-1,21134.54
29a_cc_chn_ci_cn_k_mc_mk_n_t.sql,9,-1,-1,3827.56
22a_cn_it2_k_kt_mc_mi_mi_idx_mk_t.sql,9,-1,-1,7499.92
21b_ct_k_mc_mi_mk_ml.sql,6,-1,-1,3841.78
24b_an_chn_ci_cn_it_k_mc_mi_mk_rt_t.sql,11,-1,-1,6497.76
30a_ci_mi_mi_idx_mk_t.sql,5,-1,-1,387418.87
26c_chn_ci_k_mk_n.sql,5,-1,-1,19996.63
29c_an_cc_cct1_cct2_chn_ci_it_k_mi_mk_n_pi_rt.sql,13,-1,-1,3936.77
26c_cc_cct2_chn_ci_mi_idx_mk.sql,6,-1,-1,208683.01
31a_cn_it1_k_mc_mi_mk.sql,6,-1,-1,10717.36
23b_ct_kt_mc_t.sql,4,-1,-1,126126.0
23a_cc_cct1_cn_ct_kt_mc_mk_t.sql,8,-1,-1,66496.29
33c_it1_it2_kt1_kt2_lt_mc1_mi_idx1_mi_idx2_ml_t1_t2.sql,11,-1,-1,3270.56
21c_cn_lt_mc_mi_ml.sql,5,-1,-1,8205.7
19b_ci_cn_mc_rt.sql,4,-1,-1,142447.72
28b_ct_mc_mk_t.sql,4,-1,-1,139267.11
22a_cn_ct_it1_k_mc_mi_mk.sql,7,-1,-1,7575.25
24b_an_chn_ci_cn_mc_mk_n_t.sql,8,-1,-1,6474.3
31a_ci_mc_mi_mi_idx.sql,4,-1,-1,542075.44
8a_an1_ci_cn_mc_t.sql,5,-1,-1,41983.78
29c_an_cc_cct1_ci_it_it3_mi_mk_pi_rt_t.sql,11,-1,-1,72769.69
8a_an1_ci_rt_t.sql,4,-1,-1,125651.37
30c_cc_cct1_it1_it2_k_mi_mi_idx_mk.sql,8,-1,-1,11243.79
31b_cn_it1_it2_mc_mi_mi_idx_mk_t.sql,8,-1,-1,10337.03
24a_chn_ci_cn_mc_mi_n_rt_t.sql,8,-1,-1,168374.75
27c_cc_cct1_cct2_cn_k_mc_mi_mk_t.sql,9,-1,-1,3830.22
27c_cc_cct1_cct2_lt_ml_t.sql,6,-1,-1,954.17
23c_cn_it1_k_kt_mc_mi_mk_t.sql,8,-1,-1,273167.89
22a_it1_k_kt_mc_mi_mk_t.sql,7,-1,-1,7499.16
27c_cc_cct1_cct2_ct_k_lt_mc_mi_mk_ml.sql,10,-1,-1,1281.35
20b_ci_kt_mk_t.sql,4,-1,-1,778548.46
24a_an_ci_mc_mk_n_rt.sql,6,-1,-1,152750.48
29c_cc_cct1_cct2_chn_ci_cn_it_mc_mi_mk_n_rt_t.sql,13,-1,-1,37570.18
30c_cc_cct1_cct2_ci_it1_k_mi_mi_idx_mk_t.sql,10,-1,-1,11274.93
30c_cc_cct1_cct2_mi_mk.sql,5,-1,-1,73238.86
29b_cc_cct1_cct2_ci_cn_it_k_mc_mi_mk_t.sql,11,-1,-1,3836.71
31c_ci_cn_it2_k_mc_mi_idx_mk_n.sql,8,-1,-1,10445.64
11a_ct_k_mc_mk_t.sql,5,-1,-1,3830.81
29c_cc_cct1_ci_k_mk_t.sql,6,-1,-1,3837.49
19a_cn_mc_mi_t.sql,4,-1,-1,127767.08
29c_an_cc_cct1_ci_mi_mk_pi_rt_t.sql,9,-1,-1,87144.32
33a_it1_lt_mc1_mi_idx1_ml_t1.sql,6,-1,-1,3271.19
31a_ci_cn_k_mc_mi_mi_idx_mk.sql,7,-1,-1,10822.58
24b_chn_ci_cn_it_mc_mi_n_rt.sql,8,-1,-1,6499.78
2a_cn_mc_mk_t.sql,4,-1,-1,222023.37
26b_cc_cct1_cct2_ci_it2_mi_idx_mk_n.sql,8,-1,-1,10306.34
29c_chn_ci_it_k_mc_mi_mk_n_rt_t.sql,10,-1,-1,3942.46
27b_cc_cct1_cct2_k_lt_mi_mk_ml.sql,8,-1,-1,3827.08
29a_an_cc_ci_it_mi_rt.sql,6,-1,-1,140507.17
28b_cc_cct2_cn_ct_kt_mc_mk_t.sql,8,-1,-1,58608.85
26b_chn_ci_it2_k_mi_idx_mk_n.sql,7,-1,-1,7510.51
19d_an_ci_mc_t.sql,4,-1,-1,799279.75
30c_cc_it1_it2_mi_mi_idx.sql,5,-1,-1,23526.06
19c_chn_ci_it_mi_n_t.sql,6,-1,-1,270637.21
30a_cc_cct2_ci_it2_k_mi_mi_idx_mk_n_t.sql,10,-1,-1,9331.67
28b_cc_cct1_cct2_cn_mc.sql,5,-1,-1,38877.09
24b_ci_it_mc_mi_mk_n.sql,6,-1,-1,270179.51
24a_ci_cn_mc_mi.sql,4,-1,-1,682904.17
9b_chn_ci_cn_mc_n_rt_t.sql,7,-1,-1,88252.03
29b_cc_chn_ci_k_mk_n_t.sql,7,-1,-1,3826.53
19d_an_chn_ci_mc_mi_rt_t.sql,7,-1,-1,342607.86
29c_cc_cn_it_k_mc_mi_mk.sql,7,-1,-1,3900.12
9b_ci_n_rt_t.sql,4,-1,-1,121530.47
28b_cc_cct1_cct2_it2_mc_mi_idx.sql,6,-1,-1,17084.0
30a_cc_it2_k_mi_idx_mk.sql,5,-1,-1,11237.51
19c_chn_ci_it_mc_mi_n_t.sql,7,-1,-1,273607.66
14b_it2_k_mi_idx_mk_t.sql,5,-1,-1,4949.19
15c_it1_k_mi_mk_t.sql,5,-1,-1,273167.32
16b_ci_cn_k_mc_mk_n.sql,6,-1,-1,5105.14
23a_cc_cct1_cn_mc.sql,4,-1,-1,50473.87
31b_ci_it1_mi_mi_idx_mk_n.sql,6,-1,-1,248893.66
16b_ci_cn_mc_mk_n.sql,5,-1,-1,7652110.6
26b_cc_cct1_cct2_chn_ci_it2_mi_idx_n_t.sql,9,-1,-1,9954.8
28b_cc_cct1_cct2_cn_ct_mc_mk.sql,7,-1,-1,48642.82
19c_cn_mc_mi_t.sql,4,-1,-1,392359.29
27c_cc_cct1_cct2_cn_mc_mi_mk_t.sql,8,-1,-1,25644.25
23c_cc_cct1_it1_k_kt_mi_mk_t.sql,8,-1,-1,73335.59
26b_chn_ci_k_mk.sql,4,-1,-1,9911.22
28b_cc_cn_ct_k_mc_mk_t.sql,7,-1,-1,7529.97
29a_cc_cct1_cct2_it_k_mi_mk.sql,7,-1,-1,3835.31
30a_cc_cct2_ci_it1_mi_t.sql,6,-1,-1,76682.97
29b_an_cc_cct1_ci_mi_rt_t.sql,7,-1,-1,55552.23
25b_ci_it1_mi_n_t.sql,5,-1,-1,53098.22
26b_cc_cct1_cct2_ci_mi_idx_n.sql,6,-1,-1,27528.3
28c_cc_cct2_ct_k_mc_mk.sql,6,-1,-1,7515.48
31c_it2_k_mc_mi_idx_mk.sql,5,-1,-1,11238.25
30c_cc_cct2_ci_k_mi_mk.sql,6,-1,-1,11371.0
22d_cn_ct_k_kt_mc_mi_mk_t.sql,8,-1,-1,7535.51
19c_an_chn_ci_t.sql,4,-1,-1,681419.31
30a_ci_it1_it2_k_mi_mi_idx_mk.sql,7,-1,-1,11252.76
27b_cc_cct1_cn_ct_mc_mi.sql,6,-1,-1,56472.93
29c_cc_cct1_cct2_cn_mc.sql,5,-1,-1,23692.08
26b_cc_cct1_cct2_chn_ci_it2_mi_idx_mk.sql,8,-1,-1,10064.09
29b_cc_cct2_ci_n.sql,4,-1,-1,356704.9
11b_cn_ct_lt_mc_ml.sql,5,-1,-1,5653.48
26a_cc_cct1_cct2_chn_ci_kt_t.sql,7,-1,-1,30099.33
33b_lt_mi_idx1_ml_t1.sql,4,-1,-1,4611.96
29c_an_ci_it_k_mi_mk_n_pi_rt_t.sql,10,-1,-1,3959.17
16b_k_mc_mk_t.sql,4,-1,-1,3843.04
24a_ci_mc_mi_t.sql,4,-1,-1,357308.78
26a_cc_chn_ci_it2_k_mi_idx_mk.sql,7,-1,-1,13863.32
24a_an_ci_it_mi_n.sql,5,-1,-1,150241.83
27c_cc_cct1_cct2_mi_t.sql,5,-1,-1,35660.98
22d_it1_it2_k_mc_mi_mi_idx_mk_t.sql,8,-1,-1,7507.16
28c_cc_cct2_ct_mc_mi_idx.sql,5,-1,-1,45464.05
30a_cc_cct1_ci_mi_t.sql,5,-1,-1,99003.02
24b_k_mc_mi_mk_t.sql,5,-1,-1,7489.76
20a_cc_cct2_chn_ci.sql,4,-1,-1,383276.99
28a_ct_it2_k_mc_mi_idx_mk_t.sql,7,-1,-1,7502.81
23c_cc_cct1_cn_k_kt_mc_mi_mk_t.sql,9,-1,-1,64093.43
15b_at_cn_it1_k_mc_mi_mk.sql,7,-1,-1,6473.01
29c_an_chn_ci_cn_mc_rt_t.sql,7,-1,-1,168237.4
21c_cn_ct_lt_mc_mi_ml.sql,6,-1,-1,6197.27
26c_cc_cct1_cct2_chn_ci_k_mi_idx_mk_n_t.sql,10,-1,-1,14017.48
21c_ct_k_lt_mc_mk_ml.sql,6,-1,-1,3823.56
9a_chn_ci_mc_n_rt_t.sql,6,-1,-1,121583.33
15b_cn_it1_mc_mi_t.sql,5,-1,-1,6474.57
29b_an_cc_cct1_cct2_ci_k_mc_mk_t.sql,9,-1,-1,3828.14
15d_at_cn_ct_k_mc_mi_mk.sql,7,-1,-1,380847.74
15d_cn_ct_k_mc_mk_t.sql,6,-1,-1,362439.69
24b_ci_mc_mi_mk_t.sql,5,-1,-1,53065.59
27a_cc_cct1_lt_mk_ml.sql,5,-1,-1,4051.05
9b_an_ci_mc_rt_t.sql,5,-1,-1,122290.12
29b_an_ci_cn_k_mc_mk_pi_rt_t.sql,9,-1,-1,3828.48
33b_cn2_lt_mc2_ml.sql,4,-1,-1,10316.89
28b_cc_cct2_mc_mk_t.sql,5,-1,-1,79454.57
28c_cc_cct1_cct2_it1_it2_k_mc_mi_mi_idx_mk.sql,10,-1,-1,7504.43
13c_cn_ct_it2_mc_mi.sql,5,-1,-1,288103.87
28b_cc_cct1_cct2_cn_ct_it1_k_kt_mc_mi_mi_idx_mk_t.sql,13,-1,-1,7506.86
24b_chn_ci_k_mc_mi_mk_n_t.sql,8,-1,-1,7652.58
24a_chn_ci_mc_mi_mk_rt.sql,6,-1,-1,278648.9
30a_cc_cct1_k_mk.sql,4,-1,-1,11222.7
17b_ci_cn_mc_mk_n.sql,5,-1,-1,228472.52
24b_chn_ci_cn_it_k_mc_mi_mk_rt_t.sql,10,-1,-1,6492.34
29b_an_cc_cct1_ci_k_mi_mk_t.sql,8,-1,-1,3829.8
19b_chn_ci_mi_t.sql,4,-1,-1,55656.78
20c_cc_cct1_chn_ci_kt_t.sql,6,-1,-1,65614.93
19d_an_chn_ci_cn_it_mc_mi_n_rt.sql,9,-1,-1,204814.89
27b_ct_lt_mc_mk_ml.sql,5,-1,-1,7224.77
29a_cc_cct1_cct2_ci_it_k_mi_mk_n_rt.sql,10,-1,-1,3841.99
29b_an_cc_cct1_cct2_chn_ci_cn_it_k_mc_mi_mk_n_t.sql,14,-1,-1,3913.52
23c_cc_it1_k_kt_mc_mi_mk_t.sql,8,-1,-1,142418.67
29a_an_cc_cct1_cct2_chn_ci_cn_k_mc_mk_n_t.sql,12,-1,-1,3830.24
28a_cn_ct_mc_mk.sql,4,-1,-1,161587.48
25c_it2_mi_mi_idx_mk_t.sql,5,-1,-1,37401.4
24a_cn_k_mc_mk_t.sql,5,-1,-1,6270.1
13d_ct_it_it2_kt_mc_mi_miidx_t.sql,8,-1,-1,20260.12
7a_ci_it_lt_ml_pi_t.sql,6,-1,-1,16071.26
19a_an_chn_ci_it_mc_mi_t.sql,7,-1,-1,209522.59
31a_cn_k_mc_mi_mi_idx_mk.sql,6,-1,-1,10984.67
25c_it1_k_mi_mk_t.sql,5,-1,-1,11763.3
31c_cn_mc_mi_idx_t.sql,4,-1,-1,10510.93
9d_chn_ci_cn_mc_n_rt.sql,6,-1,-1,167533.35
23b_it1_kt_mc_mi_mk_t.sql,6,-1,-1,257712.91
29a_an_cc_cct1_cct2_chn_ci_n.sql,7,-1,-1,56390.22
19d_chn_ci_it_mc_mi_rt_t.sql,7,-1,-1,209865.91
27b_cc_cct1_cct2_k_lt_mk_ml_t.sql,8,-1,-1,1360.45
27c_cc_cct1_cn_ct_lt_mc_mi_mk_ml.sql,9,-1,-1,3090.44
27c_ct_mc_mi_mk.sql,4,-1,-1,584926.2
23a_cc_cct1_ct_kt_mc_mi_mk_t.sql,8,-1,-1,59310.85
27a_k_lt_mi_mk_ml.sql,5,-1,-1,3824.47
29a_cc_k_mk_t.sql,4,-1,-1,3823.35
25c_ci_mi_idx_mk_t.sql,4,-1,-1,916251.74
22d_cn_it2_k_kt_mc_mi_idx_mk_t.sql,8,-1,-1,7500.46
21c_cn_ct_lt_mc_mi_mk_ml_t.sql,8,-1,-1,8132.11
19b_an_chn_ci_mc_n_t.sql,6,-1,-1,55762.44
29a_an_ci_k_mk_n_pi_rt.sql,7,-1,-1,3861.85
30a_cc_cct2_ci_n_t.sql,5,-1,-1,80044.89
17f_ci_k_mc_mk_t.sql,5,-1,-1,3906.27
31a_ci_it1_k_mc_mi_mi_idx_mk.sql,7,-1,-1,11660.63
24b_an_chn_ci_cn_it_mc_mi_n_t.sql,9,-1,-1,6506.43
20c_ci_mk_n_t.sql,4,-1,-1,3779149.81
15d_at_it1_mc_mi_mk_t.sql,6,-1,-1,242464.84
23a_cc_k_kt_mc_mk_t.sql,6,-1,-1,77311.9
26a_cc_cct1_cct2_it2_mi_idx_mk.sql,6,-1,-1,10009.8
15a_at_cn_ct_k_mc_mi_mk_t.sql,8,-1,-1,48922.72
22a_it1_it2_kt_mi_mi_idx_t.sql,6,-1,-1,21087.86
25c_ci_k_mi_mi_idx_mk_n_t.sql,7,-1,-1,9613.51
24b_ci_k_mi_mk_t.sql,5,-1,-1,7490.7
27b_cc_k_mc_mk_ml.sql,5,-1,-1,3834.58
22c_cn_mc_mk_t.sql,4,-1,-1,142366.87
26c_cc_cct1_cct2_it2_kt_mi_idx_t.sql,7,-1,-1,10201.49
29b_cc_cct1_cct2_ci_mi.sql,5,-1,-1,107970.19
31a_ci_it1_k_mi_mk_n_t.sql,7,-1,-1,9421.05
28a_cc_cct1_cct2_ct_it2_k_mc_mi_mi_idx_mk_t.sql,11,-1,-1,7508.44
20b_chn_ci_mk_t.sql,4,-1,-1,406482.52
23b_cc_cn_ct_kt_mc_mi_t.sql,7,-1,-1,70282.59
28a_ct_it2_k_mc_mi_idx_mk.sql,6,-1,-1,7502.33
27c_cc_cct1_cct2_cn_ct_mc_mk.sql,7,-1,-1,18680.24
29c_an_cc_cct1_cct2_ci_cn_it_k_mc_mi_mk_n_pi_t.sql,14,-1,-1,3957.06
31a_ci_it2_k_mi_mi_idx_mk.sql,6,-1,-1,11250.32
30a_cc_cct1_it2_mi_mi_idx_t.sql,6,-1,-1,19370.97
29c_an_cc_cct1_cct2_chn_ci_k_mi_mk_pi_t.sql,11,-1,-1,3919.04
26c_cc_cct1_cct2_chn_ci_k_mk_n_t.sql,9,-1,-1,13857.88
9b_chn_ci_cn_mc_rt_t.sql,6,-1,-1,88249.86
12a_cn_it1_mc_mi_mi_idx_t.sql,6,-1,-1,84219.72
22b_ct_k_kt_mc_mk_t.sql,6,-1,-1,7493.94
28c_cc_cct1_cct2_ct_mc_mk.sql,6,-1,-1,19728.45
29c_cc_ci_mk_n_pi_rt.sql,6,-1,-1,120888.95
26c_cc_cct1_it2_kt_mi_idx_t.sql,6,-1,-1,18955.5
22b_k_mc_mi_mi_idx_mk_t.sql,6,-1,-1,7506.63
33c_cn1_it1_mc1_mi_idx1.sql,4,-1,-1,28765.54
29a_an_cc_cct1_cct2_ci_cn_mc_mk.sql,8,-1,-1,82950.65
29a_an_cc_ci_k_mk_t.sql,6,-1,-1,3825.39
22d_ct_it2_k_mc_mi_idx_mk.sql,6,-1,-1,7503.43
33b_cn1_it1_lt_mc1_mc2_mi_idx1_mi_idx2_ml_t2.sql,9,-1,-1,2523.75
30c_cc_cct2_ci_it1_mi_t.sql,6,-1,-1,95922.7
23b_cc_cct1_ct_kt_mc_mk_t.sql,7,-1,-1,61012.71
23a_cc_cct1_cn_kt_mc_t.sql,6,-1,-1,56289.51
15d_at_cn_it1_mc_mi_t.sql,6,-1,-1,242618.82
23c_cc_cct1_cn_mc_t.sql,5,-1,-1,58862.39
9c_an_chn_ci_rt.sql,4,-1,-1,144971.42
28a_cc_ct_k_mc_mk.sql,5,-1,-1,7518.86
7c_ci_it_n_pi.sql,4,-1,-1,59415.95
24b_an_chn_ci_mc_rt_t.sql,6,-1,-1,53250.13
15d_at_it1_mi_t.sql,4,-1,-1,242459.67
30c_cc_ci_mi_idx_mk.sql,4,-1,-1,580066.81
23a_cc_cct1_cn_ct_it1_k_mc_mi_mk_t.sql,10,-1,-1,66406.63
15a_at_cn_it1_mc_mi_mk.sql,6,-1,-1,54057.37
13b_cn_it2_mc_mi.sql,4,-1,-1,306565.32
24b_ci_mc_mk_rt_t.sql,5,-1,-1,53095.27
26a_cc_ci_mk_n.sql,4,-1,-1,2088882.79
24a_chn_ci_mc_mk_n_rt.sql,6,-1,-1,154203.27
27c_cc_cct1_cct2_cn_ct_mc_t.sql,7,-1,-1,17050.32
21c_cn_lt_mc_mi_ml_t.sql,6,-1,-1,7927.79
17f_ci_k_mk_n.sql,4,-1,-1,4433.39
20c_cc_cct2_chn_ci_mk_t.sql,6,-1,-1,115337.92
33b_it1_it2_kt1_kt2_lt_mi_idx1_mi_idx2_ml_t1_t2.sql,10,-1,-1,2420.49
24a_ci_it_mi_n_rt.sql,5,-1,-1,166827.65
29a_an_cc_cct1_cct2_ci_it_mi.sql,7,-1,-1,52898.35
19d_chn_ci_mc_mi_rt_t.sql,6,-1,-1,228694.29
29b_cc_cct1_cct2_chn_ci_it_it3_k_mc_mi_mk_n_pi_rt_t.sql,15,-1,-1,3955.24
29a_an_chn_ci_cn_mc_mk_n_rt_t.sql,9,-1,-1,55575.79
28c_cc_cct1_cct2_cn_k_kt_mc_mi_mk_t.sql,10,-1,-1,7500.51
31a_ci_cn_it1_mc_mi_t.sql,6,-1,-1,10715.59
22d_ct_k_kt_mc_mk_t.sql,6,-1,-1,7503.15
19b_an_ci_cn_mc_mi_n_t.sql,7,-1,-1,55669.46
28b_cc_cct2_cn_mc_mk.sql,5,-1,-1,76086.34
29b_cc_cct1_cct2_chn_ci_cn_it_mc_mi_n_rt_t.sql,12,-1,-1,21072.55
2c_k_mc_mk_t.sql,4,-1,-1,3843.04
19d_chn_ci_cn_it_mc_mi_rt_t.sql,8,-1,-1,181432.82
13a_cn_ct_it_kt_mc_mi_miidx_t.sql,8,-1,-1,19786.38
23a_cn_ct_kt_mc_mi_mk_t.sql,7,-1,-1,200167.76
24a_ci_mc_n_t.sql,4,-1,-1,478185.12
24b_an_ci_it_k_mc_mi_mk_n_t.sql,9,-1,-1,7607.07
30c_cc_cct2_ci_it1_mi_mi_idx_mk.sql,7,-1,-1,157113.41
17e_ci_cn_k_mc_mk_n.sql,6,-1,-1,5109.69
29a_an_cc_cct1_cct2_chn_ci_it_k_mc_mi_mk.sql,11,-1,-1,3845.26
31c_it1_it2_k_mi_mi_idx_mk_t.sql,7,-1,-1,11254.28
23c_cn_ct_mc_mi_mk.sql,5,-1,-1,277963.42
19b_an_chn_ci_mc_n_rt_t.sql,7,-1,-1,55762.61
9a_an_ci_cn_mc_n_rt.sql,6,-1,-1,83408.38
29c_an_ci_it_mi_rt_t.sql,6,-1,-1,250929.4
21c_lt_mc_mi_ml.sql,4,-1,-1,13196.06
24b_chn_ci_it_mi_n_t.sql,6,-1,-1,53080.59
29c_an_cc_cct1_cct2_chn_ci_it_k_mi_mk_n_t.sql,12,-1,-1,3905.17
29c_cc_cct1_cct2_chn_ci_k_mk_t.sql,8,-1,-1,3828.77
19b_an_chn_ci_mc_mi_t.sql,6,-1,-1,55662.59
27a_ct_k_lt_mc_mk_ml.sql,6,-1,-1,3823.56
29a_cc_cct1_cct2_ci_cn_k_mc_mk_n_pi_t.sql,11,-1,-1,3830.24
27c_cc_cct1_ct_k_mc_mk.sql,6,-1,-1,3832.16
23b_ct_it1_mc_mi.sql,4,-1,-1,257723.33
23c_cc_cct1_kt_mk_t.sql,5,-1,-1,68480.58
28b_cc_cct1_cct2_k_kt_mc_mi_idx_mk_t.sql,9,-1,-1,7501.46
8b_ci_cn_mc_n_t.sql,5,-1,-1,43352.77
29a_an_cc_cct1_cct2_chn_ci_mk_t.sql,8,-1,-1,17608.02
24b_an_ci_cn_k_mc_mk_n_t.sql,8,-1,-1,6474.0
23c_cc_cn_kt_mc_mi_mk_t.sql,7,-1,-1,118373.13
31a_ci_cn_it1_k_mc_mi_mk_t.sql,8,-1,-1,10721.25
29c_cc_ci_mi_mk_t.sql,5,-1,-1,154882.01
30a_cc_cct1_cct2_ci_it1_it2_mi_mi_idx_mk_t.sql,10,-1,-1,17515.65
27c_cc_cct2_lt_mk_ml_t.sql,6,-1,-1,2721.86
27c_cc_cct1_cct2_cn_ct_k_mc_mk_t.sql,9,-1,-1,3828.64
29c_an_chn_ci_it_k_mi_mk_n_rt_t.sql,10,-1,-1,3935.41
24a_ci_k_mi_mk_t.sql,5,-1,-1,6265.62
19d_an_ci_cn_mc_mi_t.sql,6,-1,-1,1112139.56
15a_at_cn_mc_mi_mk_t.sql,6,-1,-1,51006.9
30b_cc_cct1_ci_it1_it2_k_mi_mi_idx_mk.sql,9,-1,-1,11244.98
11c_cn_lt_mc_ml_t.sql,5,-1,-1,7043.47
24a_chn_ci_it_mc_mi_mk_n_t.sql,8,-1,-1,263441.34
22a_cn_ct_it2_mc_mi_idx_mk.sql,6,-1,-1,23617.15
23c_cc_cct1_ct_it1_kt_mc_mi_t.sql,8,-1,-1,73336.37
29b_cc_cct1_cct2_it_k_mc_mi_mk.sql,8,-1,-1,3835.22
29a_an_cc_cct1_chn_ci_mk_n.sql,7,-1,-1,56391.86
27a_cc_cct1_cct2_cn_ct_k_mc_mi_mk_ml.sql,10,-1,-1,2743.83
33c_it1_kt1_lt_mc1_mc2_mi_idx1_mi_idx2_ml_t1_t2.sql,10,-1,-1,3342.24
9c_an_ci_cn_mc_n_t.sql,6,-1,-1,163239.19
20c_cc_cct1_chn_ci.sql,4,-1,-1,383220.83
27c_cc_cct1_cn_k_lt_mc_mi_mk_ml.sql,9,-1,-1,3827.13
11d_cn_lt_mc_mk_ml_t.sql,6,-1,-1,30259.59
22d_kt_mi_mk_t.sql,4,-1,-1,434392.95
27c_k_lt_mi_mk_ml.sql,5,-1,-1,3824.54
19b_an_ci_mi_rt.sql,4,-1,-1,312385.75
9a_an_ci_mc_n_rt_t.sql,6,-1,-1,83410.07
15b_cn_ct_it1_k_mc_mi_mk_t.sql,8,-1,-1,6479.46
31b_ci_cn_it2_mc_mi_idx_mk_t.sql,7,-1,-1,10336.09
23b_cn_ct_kt_mc_mk_t.sql,6,-1,-1,229646.25
30c_cc_cct1_it2_mi_mi_idx.sql,5,-1,-1,19962.52
31b_ci_it1_it2_mi_mi_idx_n.sql,6,-1,-1,30122.73
22c_cn_k_kt_mc_mi_mk_t.sql,7,-1,-1,7501.33
9a_an_chn_ci_cn_mc.sql,5,-1,-1,314941.32
16c_ci_cn_mc_mk_t.sql,5,-1,-1,1402732.91
33c_cn1_it1_kt1_lt_mc1_mc2_mi_idx1_ml_t1_t2.sql,10,-1,-1,3326.79
33a_cn2_it2_mc2_mi_idx2.sql,4,-1,-1,27499.72
19a_ci_n_rt_t.sql,4,-1,-1,121582.03
29c_cc_cct1_cct2_it_mi.sql,5,-1,-1,52152.51
22d_cn_it1_k_kt_mc_mi_mk_t.sql,8,-1,-1,7537.19
19d_chn_ci_cn_it_mc_mi_rt.sql,7,-1,-1,213054.38
11b_k_lt_mk_ml.sql,4,-1,-1,3821.9
31a_ci_cn_it2_mc_mi_idx_mk_t.sql,7,-1,-1,10429.11
29b_cc_cct1_ci_cn_mc_mi_rt_t.sql,8,-1,-1,55549.75
24a_chn_ci_cn_it_mc_mi_mk_n_rt_t.sql,10,-1,-1,169668.02
25a_it1_k_mi_mk.sql,4,-1,-1,9052.27
31b_ci_cn_mc_mi_mi_idx_t.sql,6,-1,-1,10339.23
28b_cc_cct2_k_mk.sql,4,-1,-1,7492.83
24a_chn_ci_it_k_mc_mi_mk_n_rt.sql,9,-1,-1,6525.24
22d_it1_it2_k_kt_mc_mi_mi_idx_mk_t.sql,9,-1,-1,7505.69
28a_cc_cct2_cn_ct_k_mc_mk.sql,7,-1,-1,7532.59
29b_an_cc_cct2_ci.sql,4,-1,-1,350182.32
7a_ci_it_pi_t.sql,4,-1,-1,57055.87
28b_cc_cct1_cct2_cn_mc_mi_mk_t.sql,8,-1,-1,46009.01
30b_cc_cct1_cct2_ci_it2_mi_idx_n.sql,7,-1,-1,18506.08
28b_cc_cct1_cct2_cn_ct_it2_mc_mi_idx_t.sql,9,-1,-1,17100.0
23c_cc_cn_ct_mc_mi.sql,5,-1,-1,274922.19
19c_an_chn_ci_it_mi_rt_t.sql,7,-1,-1,205924.86
31b_ci_k_mc_mi_mk_t.sql,6,-1,-1,11224.89
29a_an_chn_ci_k_mk_t.sql,6,-1,-1,3825.81
9a_an_ci_mc_n.sql,4,-1,-1,83421.53
26b_cc_cct1_cct2_it2_kt_mi_idx_t.sql,7,-1,-1,9917.64
22c_kt_mi_mk_t.sql,4,-1,-1,434392.98
27b_cc_cct1_cct2_ct_k_lt_mc_mi_mk_ml.sql,10,-1,-1,1785.5
28b_cc_cn_ct_it2_mc_mi_idx.sql,6,-1,-1,17364.19
28a_cc_cct1_cct2_cn_k_kt_mc_mi_idx_mk_t.sql,10,-1,-1,7505.27
29b_cc_cct1_cct2_ci_cn_it3_k_mc_mi_mk_n_pi_rt_t.sql,14,-1,-1,3926.45
28b_cc_cct1_cct2_k_mc_mi_idx_mk.sql,7,-1,-1,7515.35
31b_ci_mc_mi_mi_idx_t.sql,5,-1,-1,59553.52
28b_cc_it1_it2_k_mi_mi_idx_mk_t.sql,8,-1,-1,7498.27
29b_cc_cct1_ci_k_mc_mi_mk_rt_t.sql,9,-1,-1,3833.1
7b_ci_lt_ml_pi.sql,4,-1,-1,82545.55
